old_id	author	comment	origin
40	Darla Z	Nothing like it in the world! Beautiful, magical!	Tara's Theme
41	Phil Hurtado	Back in the fifties, I saw the movie, and at that time channel 8 in San Diego had the daily news, with Tara’s theme as their back ground music. That’s when this music, Tara’s theme, became part of my history. I used to tear-up when ever it played, as it reminded me of how a way of life disappeared from history resulting from the civil war, hence the name of the movie…”Gone with the wind”!	Tara's Theme
43	Soller Games	- Teacher Girafales! - Miss Florinda! - What a miracle you are here! - I came to bring you this humble little gift.. - Thank you very much! Don't want to come in for a coffee? - Wouldn't it be too much trouble? - Of course not, come in, please. - After you, miss.	Tara's Theme
44	Deathrow Inmate	I wondered why it was called Gone With The Wind ..... then the scene where all they had to eat was radishes. I understand why.	Tara's Theme
45	Joédson Gomes	This song is the theme of the characters: Dona Florinda and Girafales teacher, from the series, El Chavo del ocho, by the eternal Mexican playwright Roberto Goméz Bolanos.	Tara's Theme
46	Claudia Ferguson	I've always loved this song. And to find out the same composer wrote the Casablanca theme amazes me.	Tara's Theme
47	Kevin Jones	One of the True Classics. Majestic. The best part was Scarletts Indomitable Will, and her Strength and Perseverance in Rebuilding after the Civil War. Must've been her Irish blood. Great job by Margaret Mitchell on the novel.	Tara's Theme
49	Katrín Sigurþórsdóttir	Best movie ever. Classic , elegant lovely and sad. Beautiful love story but also so sad 😔❤❤❤❤🇮🇸	Tara's Theme
52	Elora 17	Perfect film. Takes us away from the craziness of today …	Tara's Theme
53	Vangrun	❤️❤️❤️ so beautiful ❤️❤️❤️	Tara's Theme
55	Margarida Truth	Every Christmas, in my childhood we sat to watch this moovie. Many years in a row. My eyes cry missing those free, simple and happy days. Miss my familly members that are not in this realm anymore. Merry Christmas every one out there. Love from Portugal 🇵🇹💖🎅	Tara's Theme
57	Sam	This movie has a grandeur all its own. The score is unforgettable. Who has not found himself humming it, as he goes about his day? The casting is sheer perfection, although I wish Olivia de Havilland were not quite such a milksop. I think I actually like Leslie Howard best, despite being permanently in love with Vivian Leigh. As for Clark Gable, he ceased being Clark Gable after this film was made. He's Rhett Butler, now and forever.	Tara's Theme
58	Ivan Lussich	I am an Uruguayan senior citizen. I saw this movie 3 times: in my teens, in my forties and in senior age. First two times it did not quite impress me, but last time I was thrilled to see Gable, Leigh and Howard's performances. And the picture overall is fantastic.	Tara's Theme
59	amour yvette	Great movie, great actors, great music and perhaps a lesson for mankind. Going through with your life’s even there are though things crossing your pad. Hope, trust , believe and love : I think that’s the message of the movie. And never lost faith 😢👼🏻🦋🕊🤍🌹	Tara's Theme
60	john francis	The music is so evocative bringing the whole sweep of the movie to the listener.	Tara's Theme
62	Sandra12	My mother adored this movien and even more Vivien Leigh. She thaught me to love this film as well. And just this day I realized that they had the same birthday, november the 5th🎉 I wish my mother knew. She passed away 2018. But this movie and music reminds me so much of her. 💖	Tara's Theme
63	Evelyn Hofmann	Greatest Movie ever...watch it every Chance I can...still cry at the ending Because I wanted them Scarlett and Rehett to be together...Fell in love With Mr. Gable at the age of 10 yrs. My daughter is named Tara in honor Of this classic...NEVER NEVER will Tire of this classic....thank you for This video of clips....	Tara's Theme
64	Lucas Almeida Peixoto	This song is very similar to the wedding song of Professor Girafales and Dona Florinda. In the series Chaves.	Tara's Theme
65	jona edvards	Best movie ever made ❤️❤️❤️	Tara's Theme
66	Abandon All Hope.	I think Gerald O’Hara was the wisest man in the series. He was right about everything in the end. Tara is and was the only thing Scarlett ever has and will have after all is said and done.	Tara's Theme
67	karen hall	I'm sitting at work listening to this and it's such a relaxing piece of music.	Tara's Theme
68	David Cardone	Frankly my Dear I don't give a Damn!	Tara's Theme
69	parakeet8157	Epic moments went into the making of an epic classic.	Tara's Theme
70	Dark Paradise	"Before watching this movie I couldn't answer ""What's your favorite movie?"" . But after watching Gone With The Wind I can say that without any hesitation..."	Tara's Theme
71	Joe Echo	"I believe this is where Ennio Marricone had his inspiration for ""Once Upon A Time in the West."" But, frankly, my dear? I don't give a damn."	Tara's Theme
72	Brett Duffy	The Old South seemed like such a romantic time love to live back then but I wouldn't hate it not having air conditioning	Tara's Theme
73	Your awesome	There is something magical about this film	Tara's Theme
74	Malcolm Harris	Unquestionably the greatest music score in film history.	Tara's Theme
75	Bruce1956	One of the great movies. 1939 was a great year for movies.	Tara's Theme
76	LowRanger	Tara's Theme gives me goose bumps over my entire body. What an inspired composition.	Tara's Theme
79	elk	And so shall tomorrow be another day, So will we always find another way.	Tara's Theme
80	Timmy Begley	This is my favourite MOVIE of all Time.	Tara's Theme
81	Gryfenfer	Rip Vivien Leigh and Clarke Gabble.	Tara's Theme
83	Tranks	Professor Jirafales!!!!!!	Tara's Theme
84	Bebe Brez-Kal	Stop destroying our country with your racist bs...there are much worse things happening in this world like ABORTION😪 ...which the left is for...go figure😏....TALK ABOUT SINS 😒	Tara's Theme
85	Pina Colada	"The best quote I can think of to summarize the movie is this: ""That which Fortune has not given, she cannot take away"" by Seneca, a Stoic philosopher"	Tara's Theme
86	Jerry Santos	nice theme and actress	Tara's Theme
92	lemon	from someone who plays in the band and understands music ( a little bit), this piece is AMAZING! this piece is a wonderful opening song for a symphony, it’s very beautiful and expresses the whole movie. you can feel every emotion throughout the movie in this piece and it gives me goose bumps. growing up as a band kid i never liked older pieces like this from movies, but now i appreciate it so dearly much.	Tara's Theme
94	Julio Nicolella	Dona Florinda e Professor Girafales.	Tara's Theme
95	Jack C. DiBenedetto	Theme song for million dollar movie	Tara's Theme
97	Bolt	Would she have behaved right if Ashley Wilkes had, from the start , decided to have her as his lover/bearer of his children? Or would she have made him miserable too...	Tara's Theme
102	gonzaemon h	Best of Tara's Theme in Youtube	Tara's Theme
103	Darryl Seamans	I never saw this movie, but the theme is iconic. Beautiful	Tara's Theme
104	hollieollo	One of the very few films where the score actually mimics the great scenes in the film. This film brought home the utter futility of the American Civil war and the endless sadness that war brought, the ramifications of which we still see today. Whoever did the casting, I hope they got an oscar.	Tara's Theme
105	Austin Berens	Why does this give me chills	Tara's Theme
107	LabelBob	Touch this music and you will pay the price. NO! I won’t be “nice” the cancelers will be CANCELED	Tara's Theme
108	Tamara Penn	Could you please repost your Bleeding Love GWTW video and your Scarlett’s Pokerface video? Those were awesome!	Tara's Theme
109	Sandy Blue	I did not know the oening musicwas taras theme	Tara's Theme
110	Spyro and Cynder	I Love scarlet	Tara's Theme
112	Nala G. Bunny	Cade os br	Tara's Theme
113	Honesto Villareal	I'll think about these tomorrow. After all, tomorrow is another day.	Tara's Theme
115	Audrey Ann	One of the best pictures of all time. I'll go watch it now.	Tara's Theme
116	Halina	🎵PRZEMINĘŁO Z WIATREM. KOCHAM OD ZAWSZE B R A V O POLAND 2020	Tara's Theme
117	Nevalster	For the Million Dollar Movie on WOR TV Channel 9	Tara's Theme
118	spelling	so true 😍😍😍	Tara's Theme
119	Ashley Florença	D O N A F L O R I N D A	Tara's Theme
120	squiggly line	Tragic movie in a way.	Tara's Theme
121	Mr data	The good ol days	Tara's Theme
122	Christina	When my mom passed she left a plaque with a hand painted woman and her husband in a horse wagon that plays the theme my cat loves it so I cranked it up then cranked it up on u tube	Tara's Theme
124	Dee No	The wife of the composer ,Max Steiner, attended our wedding and this song was played while guests were seated. Special song special memory.	Tara's Theme
125	Elizabeth Kessler	Love🌬💜	Tara's Theme
126	Leoncino Argentino	Vespa song	Tara's Theme
127	Andreia Guerrero	There's something about this music that touches my very soul and brings me to tears everytime I hear it.	Tara's Theme
128	I love movies	I just saw this version of GWTW. The HD is fabulous. well done	Tara's Theme
129	Lana S	oh I love this movie sooo much!	Tara's Theme
132	nature freak	Men of the time were usually not clean shaven. Beards were the standard. Men also had longer hair. Sometimes very long.	Tara's Theme
134	Andre Luiz	Simply, the best film of all>	Tara's Theme
135	Augh Bable	Vivien Leigh is like Audrey Hepburn, Grace Kelly and Rita Hayworth combined together. That is how much density she personified.	Tara's Theme
137	Young Raines	Another classic - Vivien Leigh & Clarke Gable - they no longer produce such epic movies. The story line is embedded in historical times during the turbulent Civil War era - a very sad part of our history indeed. Vivien Leigh is breathtakingly beautiful. Clarke Gable is such a charming gentleman.	Tara's Theme
138	sonicgoon Pics	Trump was right bring back ‘Gone with the wind’	Tara's Theme
139	dick hunter	Greatest grossing movie of all time, and those liberal, leftwing socialist blmers want to ban it. Took my first wife to see it on our first date and we became engaged right then. Forty-seven glorious years with her before the Lord took her home.	Tara's Theme
140	Robert S. J. Hu	"Aloha Tara's Theme in ""Gone With The Wind"" and EternaLveStory08 !!! Thank you so much for this posting !!!!! I have seen this movie at least 60 times and still can watch it over and over again !!!!!!!!!! This story will live for eternity !!!!!!!!! A grateful fan, Robert S.J. Hu August 11, 2020."	Tara's Theme
143	Steve solo.	I have loved watching this magnificent masterpiece of a Hollywood silver screen movie with my mum since I was five years of age iam now fifty years of age God bless Olivia de Havilland and all the magnificent cast and crew who made this film possible RIP.🌹🙏🕊️	Tara's Theme
144	Caty Cheneval	RIP Melany	Tara's Theme
145	menukjau	Sad to hear that the last great actress of the golden age of Hollywood have passed away..RIP Olivia!	Tara's Theme
146	Hengul Barua	R.I.P Olivia de Havilland (1916 - 2020) A great actress who will be greatly missed! 💔	Tara's Theme
147	Silver Arrow	R.I.P. Olivia de Havilland	Tara's Theme
149	Angel Castaneda 98	This month, she celebrated her 104th birthday. And now, she has left us. RIP to the legendary Olivia de Havilland (1916-2020).	Tara's Theme
150	Alexander Salter	Rest in peace Olivia de Havilland...	Tara's Theme
151	Linda Qamar	....🎼🎶🌹...musique grandiose ..film sublime et Vivien Leigh (Scarlett) ce rôle lui va comme un gant..c’est une actrice à multiples facettes...elle les incarnent à la perfection...tout simplement divine 🥰🌹🌹🌹. merci 🙏🏼 pour ce beau partage	Tara's Theme
152	David Johnson	Never forgotten	Tara's Theme
153	Frank Hogan	My 2nd Favorite Theme After Raise The Titanic (1980)	Tara's Theme
154	Ron Mead	I'm surprised that You Tube hasn't banned GWTW. I thought it was a Woke organisation!	Tara's Theme
155	daniel C.	m Mammy was great. No wonder she won an academy award for her part.	Tara's Theme
156	Barry Etherton	2020 makes you understand why you should own land, that is one thing no one can make more of.	Tara's Theme
157	AthenaCannon	I had a business trip to Atlanta GA and I heard the Margaret Mitchell’s house was a famous spot. So I went there and took pictures. I didn’t know who’s is Margaret Mitchell, why her house was there, now I think I need to make chance to go to Atlanta again.	Tara's Theme
158	Joseph Dunlap	Great movie that deserves preservation from the “Woke” Marxists groups!	Tara's Theme
159	Glen Christenson	WELL WHAT'S CIVILIZATION COMING TOO? B LI ACK LIVES MATTER NO MORE CLASSIC MOVIES BLACK FACE LIL RASCALS ANYTHING TO DO WITH BLACKS! GETTING RID OF FLAGS PAST PRESIDENTS ETC WHAT'S NEXT? STREET SIGNS NO MRE WEARING BLACK CLOTHES BLACK SHOES HAVE WE ALL GONE MAD? DON'T YOU KNOW WE'VE ALL BEEN CREATED IN THE IMAGE OF GOS satan's stirring the POT! AND IS LAUGHING EVERY SECOND WE GO AGAINST ONE ANOTHER! WE'D BETTER FIX THIS OR WE'LL HAVE ANOTHER CIVIL WAR AND THIS TIME NO ONE WILL CARE WHAT RACE YOU'RE? WAKE UP PEOPLE BEFORE IT'S TOO LATE HISTORY DOES REPEAT ITSELF!	Tara's Theme
160	Michael Brock	Frankly my dear I don't give a damn if this is now labelled racist, it shouldn't be banned.	Tara's Theme
162	M. B. 👸🏻	He loved her so much ....way too much I think	Tara's Theme
163	Olivia Harlfinger	Hattie McDaniel won an Oscar for her performance in this beautiful movie, now she will be forgotten. How sad!	Tara's Theme
164	Olivia Harlfinger	The best movie of all time and now it’s being taken away from us. Frankly my dear people, I DO give a dam!	Tara's Theme
165	John Ossmann	For those of us who grew up in the 1960s and 70s, in the New York/New Jersey area, Channel 9, WOR-TV used this song just before the start of the Million Dollar Movie. Always a great memory of those times.	Tara's Theme
166	楊吉蒂	My most favorate movies all times	Tara's Theme
167	Eileen Pollock	This was beautifully done, and the music was for once, appropriate. Every key scene brought back memories of the whole. GWTW is a classic and I hope it will always be shown. I was 9 years old when it first came to the movies in a rerun. I could hardly wait, as I'd read the book in second grade. It kept being rerun over a period of years.	Tara's Theme
168	Johnny Gainor	I love this, beautifully done ~	Tara's Theme
169	Michael Hanley	":::Whistle: :: ""Has the War Started?"""	Tara's Theme
170	R T	Frankly, my dear, there will always be a Gone With The Wind no matter what.	Tara's Theme
171	Ashley Hallows	I can't believe the Government have now banned Gone with the Wind the world's gone mad and I've had enough !	Tara's Theme
172	Michael Behan	I have watched this magnificent movie (in my opinion, the greatest movie ever made) more than 15 times and I never get sick of it! As for HBO and the woke wankers who make up the company all I can say is it don’t give a damn’ about your contrived indignation! You are just cowards who buckle at the first sign that some little pissant may get their feelings hurt! Grow some balls and stand up for the 99% of people who see this as a MOVIE! Pathetic losers. I hope you go broke!	Tara's Theme
173	Shambhala Libertalia Iram	My family kept watching this movie back home years ago via VCD, and today, my brother and I rewatched it again via HBO Max. It is indeed a timeless movie! One of my favorite of all time, along with One Flew Over the Cuckoo's Nest, River Kwai, Lawrence of Arabia, GBU, Once Upon a Time Trilogy, Stanley Kubrick Films, Waterfront, Wonderful Life, Chinatown, Citizen Kane, Casablanca etc.	Tara's Theme
174	Mark Warner	So am I a racist if I want to watch this film then	Tara's Theme
175	susan m	A Masterpiece!!! This song is a masterpiece that brought up morals, pride and loyalty, death, repentance courage and forgiveness through the movie Gone With the Wind, A true work of art! No should try retro fit this movie to reflect the year 2020.	Tara's Theme
176	PSW47	I bought mine a few years back.	Tara's Theme
177	mkaberli	What, YouTube or google or whomever hasn’t blocked this yet.	Tara's Theme
178	Truck Camper Canada	Quick, Download before the mob comes for it!	Tara's Theme
179	Michael Lo	Terrible that this movie cannot be watched anymore on hbo or This lovely song played at Georgia football games. Such a shame.	Tara's Theme
180	Jeremy Brown	Classic movie and should be protected. History good or bad needs to be.	Tara's Theme
181	Rem	Georgia on my mind >>>	Tara's Theme
182	Meadowlark Clawhammer	On 06/19/20, this very song was deemed to be racially insensitive and no longer allowed to be played by marching bands.	Tara's Theme
183	D.M. Hubble	Replaced by Georgia on My mind??	Tara's Theme
184	James Knoll	Once a Dawg, Always a Dawg, how sweet it is.... despite UGA ending Tara as a school song	Tara's Theme
185	Donald Mcauliffe	This is june. 2020 they ban gone with the wind the book and the movie l cant believe it. It be around since 1939	Tara's Theme
186	FJG	"Scarlett O'Hara: ""I'll think about that tomorrow. Tomorrow is another day."" Well Scarlet, it's today and we are thinking about it. And, we give a damn."	Tara's Theme
187	Maureen McDonough	My favorite movie of all time	Tara's Theme
188	Maureen McDonough	My favorite movie of all time	Tara's Theme
189	Maureen McDonough	My favorite movie of all time	Tara's Theme
190	Yuaena유애나	So society has deemed this movie too racist...now if I listen to this track on repeat am i racist???	Tara's Theme
192	Daniel Arick	T.V.s future Superman was in this I don't remember his characters' name but George Reeves had a small part in this classic bit of Hollywood	Tara's Theme
194	Sonic, the Accursed	Professor Girafales...	Tara's Theme
196	Cryptonymicus	The only good thing about this film is that it provided a theme song for The Million Dollar Movie lol.	Tara's Theme
197	Lommy	The best soundtrack, and cinema was still so young.	Tara's Theme
198	Koichi AKIYAMA	The best cinema in the history. Is it this one maybe, or Ben-Hur?	Tara's Theme
199	Richard Clifford	Today's movies ain't got the same soul as the old classics!	Tara's Theme
200	Virginia Chapman	My mothers favorite movie of all time. RIP JEAN WILKINSON of Bay City Texas born 3/20/1835 died 5/72013 . You fought a vallient battle with breast cancer.. Love you and miss you, your only child Booger	Tara's Theme
201	raulpr777	"Is ""Tara"" a reference to the Hill of Tara from Ireland? In the movie her father is from Ireland."	Tara's Theme
202	Rose flower	Vevian Leagh's beauty..!!!!!👌👌💓💓💓💓💓💓💓💓💓	Tara's Theme
203	Alisha	🔘 Latest and most complete movie collection 👉: numberone313movies.blogspot.com/ ===================================================== Adunay mga sine Gitugotan niini ang mga salida nga ipanghatag sa halos	Tara's Theme
204	Albert12324	This movie is incredible.	Tara's Theme
205	Kim G	Just watched GWTW yesterday for the first time! I loved it, but really those words don't capture how I feel about it. It was beautiful. Especially the music.	Tara's Theme
206	Pkoswald	To think, this guy went from making trash like this to composing the legendary hotel Mario theme. What a champ	Tara's Theme
207	mary alice webberking	Among the great	Tara's Theme
208	James Palmer	I shall never plant another carrot.	Tara's Theme
209	icyhugs	"""Why, land is the only thing in the world worth working for, worth fighting for, worth dying for, because it's the only thing that lasts ""God as my witness, I shall never be hungry again!"" ""Frankly My Dear, I don't give a damn!"" So many great lines from this classic!"	Tara's Theme
211	sierra rustad	Some days I wish I could have experienced the golden years of Hollywood. Go to the theaters and watch masterpieces like this. I love the present but something about that time in Hollywood is something unique altogether.	Tara's Theme
212	Son Hm	l still miss	Tara's Theme
213	Pankaj Shah	Argubly one of the finest n greatest movie if all time, though released in 1939 stll looks fresh as if today.Written by Margaret Mitchell,directed by Victor Fleming n xllant n touchy composition of great Max Steiner.Perhaps the debut movie of Vivian Leigh.Clark Gable n Olivia De Havilland are superb.Must watch as all in one.💐💐💐	Tara's Theme
214	Harold Kay	I think they should use this during narration of the news	Tara's Theme
215	Br Alan Parham	One summer I read the book. Then I went to Atlanta with some friends. I think I was hearing the score in my head the whole time.	Tara's Theme
216	Ray	Instead of stuyding for my exam tomorrow, I'm listening over and over to this. After all, tomorrow will be a new day!	Tara's Theme
217	Xopxe Lope	Simply the best!	Tara's Theme
219	Joshua Ortiz	Tara is a place not a persons name thus it is not apostrophed. It is The Tara Theme.	Tara's Theme
220	Warren Putnam	All right low-key I kind of want this to be my first dance song at my wedding	Tara's Theme
221	Donald Mcauliffe	Jan 2020 a friend of my got me the book gone with the wind for Christmas l am half done with it the book is better than the movie was l saw the movie gone with the wind for firsr time on the big screen in 1980 in new York city	Tara's Theme
222	SightSeer	If we Make America Great Again, we will return to those sweet days of chivalry and refinefment, where everyone knew their place.	Tara's Theme
223	Donald Mcauliffe	I remember in 1980 in new york city l got to see gone with wind on the big screen	Tara's Theme
224	easy street	I feel sorry for the 178 people who did not like this as i vote it up.	Tara's Theme
226	Shiine (VHF CH.10)	0:42-1:03 A segment where a Japanese TV channel used in its ancient sign-on back in 1970.	Tara's Theme
227	Niamh HA	I was born in 2003 and even I feel nostalgic😂.	Tara's Theme
228	elena stoica	Și mîine e o zi..🥀💎🎹🎼🔝❤️🌠💋💋🌠❤️🔝🎼💎💎💎💎💎	Tara's Theme
230	Teena	One of the best movies.. ever.. 🙏🏻🙏🏻🔝🔝♥️♥️	Tara's Theme
231	Antonio Pinto	Um dos temas mais bonitos do cinema, num dos filmes mais espetaculares de sempre. Elenco formidável.	Tara's Theme
232	Michael Behan	My grandmother, who died about 20 years ago, first saw this when it was released in 1939. Her and I both watched it on DVD with sound blaring through the surround sound system. It was like she had been transported back to her first viewing. Since then I have worn out two copies of the DVD and have the sealed anniversary edition (with another for me to watch)! One of the greatest movies ever made!	Tara's Theme
233	97kos	Love this theme so much! Maybe, when I will have more time, I will see from beginning till the end this movie 💕 With beginning, 2:35 to 3:04 is the best part!	Tara's Theme
235	Tara Tsuchida	My name is Tara. Thanks, Gone With The Wind.	Tara's Theme
236	The One Who Knocks.	Frankly my dear, Butler didn’t giv a FuC. Said so himself.	Tara's Theme
240	Vanguarded_Heart 117	There will never be movies like this again. There won't be anymore inspiring writers or screen adaptors in Hollywood anymore.	Tara's Theme
241	Jimmy O'Sullivan	For my beautiful for Auntie Eilish and her wonderful daughter Tara.	Tara's Theme
242	patrick ryan	Wonderful movie, wonderful music; wonderful players. This movie though MUST be seen on the big screen (that is in a movie theater). 7/2019	Tara's Theme
243	Sharon Fain	I love this First time I saw it was a theater in New York of all places Lol I’ve never stopped watching I’m hooked on it an got my now 26 years old granddaughter as crazy about it as I am . The book has more detail but no one could replace these characters I see them when I read it . I read it once a year in the winter the movie all the time . Grand old beautiful south!	Tara's Theme
244	unstoppableExodia	I know this music through a light hearted satirical series called Star stories that repurposed it to be its theme music. I discovered by chance that it's actually from gone with the wind	Tara's Theme
246	José Paes	Professor Girafales	Tara's Theme
247	TheBoomhahaha	"""Why, land is the only thing in the world worth workin' for, worth fightin' for, worth dyin' for, because it's the only thing that lasts."""	Tara's Theme
248	Danny Luo	Is it just me or this score always makes me cry?	Tara's Theme
250	Mes Marriott	So poignant .	Tara's Theme
252	philip norris	An all-time classic, even though I don't agree with the sentiments; as in 1939, so in 2019.	Tara's Theme
253	Anna L. Vajda	I could recite this backwards and forwards when I was 10. Still can.	Tara's Theme
254	Michael James	That Viktorian age and the rules	Tara's Theme
255	Kendall2001	I first saw this movie on TV in the 1970s but then I was fortunate enough that when I went to visit my relatives in Colombia, we found a beautiful theater with a big screen which was showing Gone With The Wind. I went to see it with my cousin. I was about 11 and she was about 15 and we enjoyed the movie very much.	Tara's Theme
256	Juan Pedro Robotop	Wonder foolish !	Tara's Theme
257	RossKroft96	Hi I'm Joyce television for women	Tara's Theme
258	Alexandre Ribeiro	Eles criaram mas o chaves patenteou kajsdkadjak	Tara's Theme
259	Luan Marques	80 years of magic!	Tara's Theme
262	Chris Ha	"BEST FILM OF ALL TIME! (Known as ""The Million Dollar Movie"") Best theme ... and I remember when Channel 9 in the NYC area had a weekly movie series called ""The Million Dollar Movie"" ... every Sunday and it played that theme song. And look what I just found: https://www.youtube.com/watch?v=BPTQRmwCOWs ... the theme is etched in my soul. Beautiful and my folks loved that movie so much it brings back loving memories of them. From the era when they knew how to produce a REAL MOVIE!"	Tara's Theme
263	Pils Nrimgaard	Vivian Leigh was the most beautiful actress to EVER grace the silver screen.	Tara's Theme
264	Edwin Yeong	Gone with the wind the great show .	Tara's Theme
266	Rodica Doinita	Oh my God how can she be so splendid this Vivien Leigh she's a perfect Scarlett!!!!!! A perfect film with great actors.. ..... Unforgettable 💞💞💞💞 always take a bow when I watch. Too bad we see only naked bodies and guns nowadays....no meaning no significance no nothing 😕😳😒	Tara's Theme
267	Giovani Oliveira	Dona Florinda e Professor Girafales...	Tara's Theme
268	mike89128	700 page script and 50+ speaking parts. Today it's 90 pages and 15-25 speaking parts.	Tara's Theme
269	Goldfinger	Classic. Timeless. Though I did not understand it one bit! Clark Gable!	Tara's Theme
270	karnak50	Wow..watch it every Christmas..what a film and music score. im blessed	Tara's Theme
271	Hoten Hitonokoe	wow	Tara's Theme
272	Jackie Mcmeekin	One of the greatest movies ever made. It won eleven Academy Awards! The acting is superb. And the book and movie gives one a vivid picture of the Civil War. We lost more of our men in that war than any, I believe. Thank you for the download of this beautiful song and the great scenes from the movie. I watch it often! 👍💕	Tara's Theme
273	Steve Eckstein	"OUR DEAREST DARLING GIRL, TARYN(NAMED AFTER ""TARA"") WAS ""GONE WITH THE WIND, UP TO BOSTON, THEN D.C., THEN N.Y.C. & HAS TRAVELED THE WORLD(FROM ""MACHU PISZU"" TO SOUTH AFRICA TO MADRID, TO IRELAND, LONDON & VENICE & ROME, & MORE TO COME> FACT: CHANNEL 9(WOR T.V.0 IN NEW YORK USED THIS AS IT'S THEME SONG FOR SO MANY YEARS, WHEN SIGNING OFF IN THE EARLY MORN'S."	Tara's Theme
274	Bill Fortune	Its beauty is timeless and for the ages. If you could have live the era of 40-50-60 and 70's like I have, America would be a wonder of a land to live. We have lost so much, we really have.	Tara's Theme
275	genesclean1	Ch 9 WOR TV NYC Million dollar Movie	Tara's Theme
276	Aliki Papa	"magical🎈🎈🎈 in every sense!!adoro the music!!!maestrouli mou mio♥️👼🏻👸🏼♥️mio Soulmate💎👼🏻👸🏼💎""Σ'αγαπω♥️γιατι Εισαι!!!Μονο!!!Εσυ!!!💎👼🏻👸🏼💎""puppy ζωουλα mou♥️👼🏻👸🏼♥️ποσο σε λατρευω💎👼🏻👸🏼💎..Indefinitely..💎.."	Tara's Theme
277	eli10az	The definition of a great movie is one you can watch over and over and never get tired of it. THIS is that movie.	Tara's Theme
278	Ellen Hiatt	Best film ever made!!	Tara's Theme
279	Pankaj Shah	What a movie and what a heart touching thrme!Hats off to impeccable Max Steiner who composed the finest.Vivian Leigh n suave Clarke Gable were superb.👌👌👌💐🎂	Tara's Theme
280	Jose Oms	...and one of the most racist movies of all time.	Tara's Theme
281	GAY JESUS	BEAUTIFUL! Thanks for posting!	Tara's Theme
282	Eva Raftopoulos	When I was 13 years old I first come with the wind I considered myself more oldfashioned than older americans Clark gable looked like my grandpa that died in the beginning of well suddenly .can't stop but watch this timely movie every year during the holidays.the tv stations haven't played it in years.its a classic movie that will always be rememembered as a lost movie	Tara's Theme
283	Jayne Haught	Oh my God love..love..love..	Tara's Theme
286	xin xumg	Many actors in the movie have passed away.	Tara's Theme
288	Jon Francois	Wonderful music. Vivienne Leigh was stunning.	Tara's Theme
290	Freddy Richards	"""TOMORROW, IS ANOTHER DAY!"""	Tara's Theme
291	Old West	"This was also the theme song for the east coast's ""Million Dollar Movie"" which aired old movies at night...This is where I saw the original 1933 King Kong for the first time... What a peaceful time..."	Tara's Theme
293	Wolfen443	The most beautiful version of Dixie ever composed.	Tara's Theme
294	Jacklyn Morales	A must see movie before you die..... Loved it❤❤	Tara's Theme
295	Joy C	Amazing ❤❤❤	Tara's Theme
297	emerson silva	Tema de um programa da IURD que passava na Record na madrugada dos anos 90 fechando a programação do dia	Tara's Theme
298	Idiosyncratic Stone	Does anyone know any movies/ books similar to this masterpiece which are worth reading?	Tara's Theme
300	tatripp	"""Tomorrow is another day"" This was such a great adaptation of a great book."	Tara's Theme
302	Mansour Kuanyshev	I miss these times although I wasn’t even born then	Tara's Theme
303	Thomas Jr Dangos	When I was a kid movies were wholesome w/great stories along w/beautiful background music....sigh! I long for them & so thanks a lot for this.	Tara's Theme
304	Heidi Bentley	Frankly my dear I don't give a dame lol	Tara's Theme
305	Heidi Bentley	Happy Easter ya all yeeha	Tara's Theme
306	Tony Bruno	not to be confused with Lara's theme, of course	Tara's Theme
307	FER NANDO	My father favorite film	Tara's Theme
308	Carolyn Nuss	Best motion picture of all time. Loved the music score to this movie as well. Both Clark Gable & Vivien Leigh were superb in their roles. Vivien Leigh WAS Scarlett O'Hara, meaning that she was born to play that role. It was tailor made for her. Nobody else could've done the role justice the way that she did.	Tara's Theme
309	Richard Kirschenbaum	For all you GWTW fans (of which I am certainly one) Do not miss the Northrn GWTW made in 1957 called Raintree County with Monty Clift and Liz Taylor in the obvious mirror image roles. Also stars Eva Maria Saint and Lee Marvin.	Tara's Theme
314	Ice 85 lover	This is the best movie I ever watch! I don't know how to explain and I watch a lot of movies(I'm 12😊)	Tara's Theme
315	AH96	This films soundtrack is ranked #2 on AFI's 100 Years of Film Scores	Tara's Theme
316	Robert Taylor	The theme tune to Hollywood. Makes me nostalgic for all the great movies over the years.	Tara's Theme
317	Silvia Rühsen	His grandfather had been a hopeful - clap hands	Tara's Theme
318	Silvia Rühsen	Once upon a time had been a president in the united states	Tara's Theme
319	Silvia Rühsen	There is tomorrow - maybe a repeat of yesterday- at last all get an asylum	Tara's Theme
321	Frederico Videos	This song reminds me of my first love! My family moved, and I never saw her again.	Tara's Theme
322	Salvatore Granata	A golden classic	Tara's Theme
323	VX G	Rhett, i love you	Tara's Theme
324	Kimberley Goodings	This song has stood the test of time, we have picked this for my mothers funeral this saturday and its soooo beautiful!	Tara's Theme
325	Yuri Satoru	E o Chaves levou 😂😂😂😂😂😂	Tara's Theme
326	Wolf Teeth	The great & true old cinema....	Tara's Theme
327	Olive Albers	To read the book, is like a history of the era and you understand the film better. It was one of the best films ever seen. But grab a copy of the book if you can find one. Excellent in all dimensions.	Tara's Theme
328	missyline02	dona florinda e professor girafales kkkkkkkkkkkkkk	Tara's Theme
329	Khushi Singh	When I am listening to this melody I always have tears in my eyes because it is so wonderful! Thank you very much for uploading this theme!	Tara's Theme
330	remi willrem	love this movie and music 1939 and still the best one	Tara's Theme
